Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
100.2 1.1025e+07 292728 54331.6 1571.54 28.0208 0.000805455 62.9145 272.457 0.161523 -2535.8 9.63345 994.632 4.74976 -9.22331 340.5 54.3316 
100.3 1.1025e+07 292388 54488.8 1574.34 28.0653 0.000791232 61.7053 272.024 0.161088 -2493.19 9.63298 980.556 4.76202 -9.22148 340.5 54.4888 
100.4 1.1025e+07 292047 54646.4 1577.15 28.1098 0.000777214 60.5155 271.59 0.160654 -2451.13 9.63251 966.621 4.77431 -9.21964 340.5 54.6464 
100.5 1.1025e+07 291707 54804.3 1579.96 28.1545 0.0007634 59.3447 271.155 0.160221 -2409.64 9.63204 952.827 4.78665 -9.2178 340.5 54.8043 
100.6 1.1025e+07 291366 54962.4 1582.78 28.1993 0.000749785 58.1928 270.72 0.159789 -2368.7 9.63156 939.173 4.79904 -9.21595 340.5 54.9624 
100.7 1.1025e+07 291026 55120.8 1585.6 28.2442 0.00073637 57.0596 270.284 0.159358 -2328.32 9.63109 925.658 4.81146 -9.21409 340.5 55.1208 
100.8 1.1025e+07 290685 55279.5 1588.42 28.2891 0.00072315 55.9447 269.847 0.158927 -2288.47 9.63061 912.282 4.82393 -9.21224 340.5 55.2795 
100.9 1.1025e+07 290345 55438.5 1591.25 28.3342 0.000710125 54.8479 269.41 0.158497 -2249.17 9.63014 899.044 4.83645 -9.21037 340.5 55.4385 
101 1.1025e+07 290004 55597.8 1594.08 28.3794 0.000697292 53.7691 268.972 0.158069 -2210.4 9.62966 885.943 4.849 -9.2085 340.5 55.5978 
101.1 1.1025e+07 289664 55757.3 1596.92 28.4247 0.000684648 52.708 268.532 0.157641 -2172.16 9.62918 872.979 4.86161 -9.20663 340.5 55.7573 
101.2 1.1025e+07 289323 55917.2 1599.76 28.4701 0.000672193 51.6643 268.093 0.157214 -2134.44 9.6287 860.151 4.87425 -9.20474 340.5 55.9172 
101.3 1.1025e+07 288983 56077.3 1602.61 28.5156 0.000659923 50.6379 267.652 0.156788 -2097.25 9.62823 847.459 4.88695 -9.20286 340.5 56.0773 
101.4 1.1025e+07 288642 56237.7 1605.46 28.5612 0.000647836 49.6285 267.211 0.156362 -2060.56 9.62775 834.901 4.89968 -9.20097 340.5 56.2377 
101.5 1.1025e+07 288302 56398.4 1608.32 28.6069 0.000635932 48.6359 266.769 0.155938 -2024.39 9.62726 822.477 4.91246 -9.19907 340.5 56.3984 
101.6 1.1025e+07 287961 56559.4 1611.18 28.6527 0.000624206 47.66 266.326 0.155514 -1988.72 9.62678 810.187 4.92529 -9.19717 340.5 56.5594 
101.7 1.1025e+07 287621 56720.6 1614.04 28.6986 0.000612659 46.7003 265.882 0.155092 -1953.56 9.6263 798.03 4.93816 -9.19526 340.5 56.7206 
101.8 1.1025e+07 287280 56882.2 1616.91 28.7447 0.000601286 45.7569 265.438 0.15467 -1918.88 9.62582 786.004 4.95108 -9.19334 340.5 56.8822 
101.9 1.1025e+07 286940 57044 1619.79 28.7908 0.000590087 44.8293 264.993 0.154249 -1884.7 9.62533 774.11 4.96405 -9.19142 340.5 57.044 
102 1.1025e+07 286599 57206.1 1622.67 28.837 0.00057906 43.9175 264.547 0.153828 -1851 9.62485 762.346 4.97706 -9.1895 340.5 57.2061 
102.1 1.1025e+07 286259 57368.5 1625.55 28.8834 0.000568202 43.0213 264.1 0.153409 -1817.78 9.62436 750.712 4.99012 -9.18757 340.5 57.3685 
102.2 1.1025e+07 285918 57531.2 1628.44 28.9299 0.000557511 42.1403 263.653 0.15299 -1785.04 9.62388 739.208 5.00323 -9.18563 340.5 57.5312 
102.3 1.1025e+07 285578 57694.2 1631.33 28.9764 0.000546986 41.2745 263.204 0.152572 -1752.77 9.62339 727.832 5.01638 -9.18369 340.5 57.6942 
102.4 1.1025e+07 285237 57857.5 1634.23 29.0231 0.000536625 40.4235 262.755 0.152155 -1720.97 9.6229 716.583 5.02959 -9.18174 340.5 57.8575 
102.5 1.1025e+07 284897 58021.1 1637.13 29.0699 0.000526425 39.5873 262.306 0.151739 -1689.62 9.62241 705.462 5.04284 -9.17979 340.5 58.0211 
