Time(sec) Thrust(N) Mass(kg) Altitude(m) Velocity(m/s) Acceleration(m/s^2) AtmosphericDensity(kg/m^3) Pressure(Pa) Temperature(K) CD(-) Fdrag(N) g(m/s^2) DynamicPressure(Pa) MachNumber(-) OrbitalAccelerationBalance(m/s^2) dMass(kg) Altitude(km)
148.2 2.15e+06 112782 171577 3249.03 9.77136 6.11182e-06 0.466009 265.957 0.075845 -38.6185 9.29165 32.2589 9.93903 -7.65374 57.7 171.577 
148.3 2.15e+06 112724 171902 3250.01 9.78204 6.10333e-06 0.465836 266.228 0.075861 -38.5962 9.29072 32.2335 9.93694 -7.65193 57.7 171.902 
148.4 2.15e+06 112666 172227 3250.99 9.79273 6.09485e-06 0.465664 266.5 0.075877 -38.5739 9.2898 32.2081 9.93487 -7.65012 57.7 172.227 
148.5 2.15e+06 112609 172552 3251.97 9.80343 6.08639e-06 0.465491 266.772 0.075893 -38.5517 9.28888 32.1827 9.9328 -7.6483 57.7 172.552 
148.6 2.15e+06 112551 172877 3252.95 9.81414 6.07794e-06 0.465319 267.043 0.0759089 -38.5295 9.28796 32.1574 9.93074 -7.64649 57.7 172.877 
148.7 2.15e+06 112493 173202 3253.93 9.82486 6.06951e-06 0.465146 267.315 0.0759248 -38.5073 9.28704 32.1322 9.92868 -7.64467 57.7 173.202 
148.8 2.15e+06 112436 173528 3254.91 9.83559 6.0611e-06 0.464974 267.587 0.0759406 -38.4851 9.28611 32.107 9.92663 -7.64285 57.7 173.528 
148.9 2.15e+06 112378 173853 3255.9 9.84633 6.0527e-06 0.464801 267.859 0.0759564 -38.463 9.28519 32.0819 9.92459 -7.64103 57.7 173.853 
149 2.15e+06 112320 174179 3256.88 9.85708 6.04431e-06 0.464628 268.131 0.0759721 -38.4409 9.28427 32.0569 9.92256 -7.63921 57.7 174.179 
149.1 2.15e+06 112263 174505 3257.87 9.86784 6.03594e-06 0.464456 268.403 0.0759878 -38.4189 9.28334 32.0319 9.92053 -7.63739 57.7 174.505 
149.2 2.15e+06 112205 174831 3258.85 9.87861 6.02759e-06 0.464283 268.675 0.0760035 -38.3969 9.28242 32.0069 9.91851 -7.63557 57.7 174.831 
149.3 2.15e+06 112147 175157 3259.84 9.8894 6.01925e-06 0.46411 268.947 0.0760191 -38.3749 9.2815 31.982 9.9165 -7.63374 57.7 175.157 
149.4 2.15e+06 112089 175483 3260.83 9.90019 6.01093e-06 0.463937 269.219 0.0760346 -38.3529 9.28057 31.9572 9.91449 -7.63191 57.7 175.483 
149.5 2.15e+06 112032 175809 3261.82 9.91099 6.00262e-06 0.463765 269.491 0.0760501 -38.3309 9.27965 31.9324 9.91249 -7.63009 57.7 175.809 
149.6 2.15e+06 111974 176135 3262.81 9.9218 5.99433e-06 0.463592 269.764 0.0760655 -38.309 9.27873 31.9076 9.9105 -7.62826 57.7 176.135 
149.7 2.15e+06 111916 176461 3263.8 9.93263 5.98605e-06 0.463419 270.036 0.076081 -38.2871 9.2778 31.8829 9.90851 -7.62642 57.7 176.461 
149.8 2.15e+06 111859 176788 3264.8 9.94346 5.97778e-06 0.463246 270.308 0.0760963 -38.2653 9.27688 31.8583 9.90653 -7.62459 57.7 176.788 
149.9 2.15e+06 111801 177114 3265.79 9.9543 5.96954e-06 0.463073 270.581 0.0761116 -38.2435 9.27595 31.8337 9.90456 -7.62276 57.7 177.114 
150 2.15e+06 111743 177441 3266.79 9.96516 5.9613e-06 0.4629 270.853 0.0761269 -38.2217 9.27503 31.8092 9.90259 -7.62092 57.7 177.441 
150.1 2.15e+06 111686 177768 3267.78 9.97602 5.95308e-06 0.462727 271.126 0.0761421 -38.1999 9.27411 31.7847 9.90063 -7.61909 57.7 177.768 
150.2 2.15e+06 111628 178094 3268.78 9.9869 5.94488e-06 0.462554 271.398 0.0761573 -38.1782 9.27318 31.7603 9.89868 -7.61725 57.7 178.094 
150.3 2.15e+06 111570 178421 3269.78 9.99778 5.93669e-06 0.462381 271.671 0.0761724 -38.1564 9.27226 31.736 9.89673 -7.61541 57.7 178.421 
150.4 2.15e+06 111512 178748 3270.78 10.0087 5.92852e-06 0.462208 271.944 0.0761875 -38.1348 9.27133 31.7116 9.8948 -7.61357 57.7 178.748 
150.5 2.15e+06 111455 179076 3271.78 10.0196 5.92036e-06 0.462035 272.217 0.0762025 -38.1131 9.27041 31.6874 9.89286 -7.61173 57.7 179.076 
150.6 2.15e+06 111397 179403 3272.78 10.0305 5.91221e-06 0.461861 272.489 0.0762175 -38.0915 9.26948 31.6632 9.89094 -7.60988 57.7 179.403 
150.7 2.15e+06 111339 179730 3273.79 10.0414 5.90408e-06 0.461688 272.762 0.0762325 -38.0699 9.26856 31.639 9.88902 -7.60804 57.7 179.73 
150.8 2.15e+06 111282 180058 3274.79 10.0524 5.89597e-06 0.461515 273.035 0.0762474 -38.0483 9.26763 31.6149 9.88711 -7.60619 57.7 180.058 
150.9 2.15e+06 111224 180385 3275.8 10.0633 5.88786e-06 0.461341 273.308 0.0762622 -38.0268 9.2667 31.5909 9.8852 -7.60434 57.7 180.385 
151 2.15e+06 111166 180713 3276.8 10.0743 5.87978e-06 0.461168 273.581 0.076277 -38.0052 9.26578 31.5668 9.8833 -7.60249 57.7 180.713 
151.1 2.15e+06 111109 181040 3277.81 10.0852 5.8717e-06 0.460995 273.854 0.0762918 -37.9838 9.26485 31.5429 9.88141 -7.60064 57.7 181.04 
151.2 2.15e+06 111051 181368 3278.82 10.0962 5.86365e-06 0.460821 274.128 0.0763065 -37.9623 9.26393 31.519 9.87952 -7.59879 57.7 181.368 
151.3 2.15e+06 110993 181696 3279.83 10.1072 5.8556e-06 0.460648 274.401 0.0763212 -37.9409 9.263 31.4951 9.87764 -7.59694 57.7 181.696 
151.4 2.15e+06 110935 182024 3280.84 10.1182 5.84757e-06 0.460474 274.674 0.0763358 -37.9195 9.26207 31.4713 9.87577 -7.59508 57.7 182.024 
151.5 2.15e+06 110878 182352 3281.85 10.1292 5.83956e-06 0.460301 274.947 0.0763504 -37.8981 9.26115 31.4476 9.8739 -7.59323 57.7 182.352 
151.6 2.15e+06 110820 182681 3282.86 10.1403 5.83156e-06 0.460127 275.221 0.0763649 -37.8767 9.26022 31.4239 9.87204 -7.59137 57.7 182.681 
151.7 2.15e+06 110762 183009 3283.88 10.1513 5.82357e-06 0.459954 275.494 0.0763794 -37.8554 9.25929 31.4003 9.87019 -7.58951 57.7 183.009 
151.8 2.15e+06 110705 183337 3284.89 10.1623 5.8156e-06 0.45978 275.768 0.0763938 -37.8341 9.25837 31.3767 9.86835 -7.58765 57.7 183.337 
151.9 2.15e+06 110647 183666 3285.91 10.1734 5.80764e-06 0.459606 276.041 0.0764082 -37.8128 9.25744 31.3531 9.86651 -7.58578 57.7 183.666 
152 2.15e+06 110589 183995 3286.93 10.1845 5.7997e-06 0.459433 276.315 0.0764226 -37.7916 9.25651 31.3296 9.86467 -7.58392 57.7 183.995 
152.1 2.15e+06 110532 184323 3287.94 10.1955 5.79177e-06 0.459259 276.589 0.0764369 -37.7704 9.25559 31.3062 9.86285 -7.58206 57.7 184.323 
152.2 2.15e+06 110474 184652 3288.96 10.2066 5.78385e-06 0.459085 276.862 0.0764511 -37.7492 9.25466 31.2828 9.86103 -7.58019 57.7 184.652 
152.3 2.15e+06 110416 184981 3289.98 10.2177 5.77595e-06 0.458911 277.136 0.0764653 -37.728 9.25373 31.2594 9.85921 -7.57832 57.7 184.981 
152.4 2.15e+06 110358 185310 3291.01 10.2288 5.76806e-06 0.458737 277.41 0.0764795 -37.7069 9.2528 31.2361 9.8574 -7.57645 57.7 185.31 
152.5 2.15e+06 110301 185639 3292.03 10.2399 5.76019e-06 0.458564 277.684 0.0764936 -37.6858 9.25188 31.2129 9.8556 -7.57458 57.7 185.639 
152.6 2.15e+06 110243 185969 3293.05 10.2511 5.75233e-06 0.45839 277.958 0.0765077 -37.6647 9.25095 31.1897 9.85381 -7.57271 57.7 185.969 
152.7 2.15e+06 110185 186298 3294.08 10.2622 5.74448e-06 0.458216 278.232 0.0765217 -37.6437 9.25002 31.1665 9.85202 -7.57083 57.7 186.298 
152.8 2.15e+06 110128 186627 3295.1 10.2734 5.73665e-06 0.458042 278.506 0.0765357 -37.6226 9.24909 31.1434 9.85024 -7.56896 57.7 186.627 
152.9 2.15e+06 110070 186957 3296.13 10.2845 5.72883e-06 0.457868 278.78 0.0765496 -37.6016 9.24816 31.1204 9.84847 -7.56708 57.7 186.957 
153 2.15e+06 110012 187287 3297.16 10.2957 5.72102e-06 0.457693 279.054 0.0765635 -37.5807 9.24723 31.0974 9.8467 -7.5652 57.7 187.287 
153.1 2.15e+06 109955 187616 3298.19 10.3069 5.71323e-06 0.457519 279.329 0.0765774 -37.5597 9.2463 31.0744 9.84493 -7.56332 57.7 187.616 
153.2 2.15e+06 109897 187946 3299.22 10.3181 5.70545e-06 0.457345 279.603 0.0765912 -37.5388 9.24538 31.0515 9.84318 -7.56144 57.7 187.946 
153.3 2.15e+06 109839 188276 3300.25 10.3293 5.69769e-06 0.457171 279.877 0.0766049 -37.5179 9.24445 31.0287 9.84143 -7.55956 57.7 188.276 
153.4 2.15e+06 109781 188606 3301.29 10.3405 5.68994e-06 0.456997 280.152 0.0766186 -37.497 9.24352 31.0059 9.83969 -7.55767 57.7 188.606 
153.5 2.15e+06 109724 188936 3302.32 10.3517 5.6822e-06 0.456823 280.426 0.0766323 -37.4762 9.24259 30.9831 9.83795 -7.55579 57.7 188.936 
153.6 2.15e+06 109666 189267 3303.35 10.363 5.67448e-06 0.456648 280.701 0.0766459 -37.4554 9.24166 30.9604 9.83622 -7.5539 57.7 189.267 
153.7 2.15e+06 109608 189597 3304.39 10.3742 5.66677e-06 0.456474 280.976 0.0766595 -37.4346 9.24073 30.9377 9.8345 -7.55201 57.7 189.597 
153.8 2.15e+06 109551 189928 3305.43 10.3855 5.65907e-06 0.4563 281.25 0.076673 -37.4138 9.2398 30.9151 9.83278 -7.55012 57.7 189.928 
153.9 2.15e+06 109493 190258 3306.47 10.3968 5.65139e-06 0.456125 281.525 0.0766865 -37.3931 9.23887 30.8925 9.83107 -7.54823 57.7 190.258 
154 2.15e+06 109435 190589 3307.51 10.408 5.64372e-06 0.455951 281.8 0.0766999 -37.3723 9.23794 30.87 9.82936 -7.54634 57.7 190.589 
154.1 2.15e+06 109378 190920 3308.55 10.4193 5.63606e-06 0.455776 282.075 0.0767133 -37.3516 9.23701 30.8475 9.82767 -7.54444 57.7 190.92 
154.2 2.15e+06 109320 191251 3309.59 10.4306 5.62842e-06 0.455602 282.349 0.0767267 -37.331 9.23608 30.8251 9.82597 -7.54255 57.7 191.251 
154.3 2.15e+06 109262 191582 3310.63 10.442 5.62079e-06 0.455427 282.624 0.07674 -37.3103 9.23515 30.8027 9.82429 -7.54065 57.7 191.582 
154.4 2.15e+06 109204 191913 3311.68 10.4533 5.61317e-06 0.455252 282.899 0.0767533 -37.2897 9.23422 30.7804 9.82261 -7.53875 57.7 191.913 
154.5 2.15e+06 109147 192244 3312.72 10.4646 5.60557e-06 0.455078 283.175 0.0767665 -37.2691 9.23328 30.7581 9.82094 -7.53685 57.7 192.244 
154.6 2.15e+06 109089 192575 3313.77 10.476 5.59798e-06 0.454903 283.45 0.0767796 -37.2486 9.23235 30.7358 9.81927 -7.53495 57.7 192.575 
154.7 2.15e+06 109031 192907 3314.82 10.4873 5.5904e-06 0.454728 283.725 0.0767928 -37.228 9.23142 30.7136 9.81761 -7.53304 57.7 192.907 
154.8 2.15e+06 108974 193238 3315.86 10.4987 5.58283e-06 0.454554 284 0.0768058 -37.2075 9.23049 30.6915 9.81595 -7.53114 57.7 193.238 
154.9 2.15e+06 108916 193570 3316.91 10.5101 5.57528e-06 0.454379 284.275 0.0768189 -37.187 9.22956 30.6694 9.81431 -7.52923 57.7 193.57 
155 2.15e+06 108858 193902 3317.97 10.5215 5.56774e-06 0.454204 284.551 0.0768319 -37.1666 9.22863 30.6473 9.81266 -7.52732 57.7 193.902 
155.1 2.15e+06 108801 194233 3319.02 10.5329 5.56022e-06 0.454029 284.826 0.0768448 -37.1462 9.22769 30.6253 9.81103 -7.52541 57.7 194.233 
155.2 2.15e+06 108743 194565 3320.07 10.5443 5.5527e-06 0.453854 285.102 0.0768577 -37.1257 9.22676 30.6034 9.8094 -7.5235 57.7 194.565 
155.3 2.15e+06 108685 194897 3321.13 10.5557 5.5452e-06 0.453679 285.377 0.0768706 -37.1054 9.22583 30.5814 9.80778 -7.52159 57.7 194.897 
155.4 2.15e+06 108627 195230 3322.18 10.5672 5.53772e-06 0.453504 285.653 0.0768834 -37.085 9.2249 30.5596 9.80616 -7.51967 57.7 195.23 
155.5 2.15e+06 108570 195562 3323.24 10.5786 5.53024e-06 0.453329 285.929 0.0768961 -37.0647 9.22397 30.5377 9.80455 -7.51776 57.7 195.562 
155.6 2.15e+06 108512 195894 3324.3 10.5901 5.52278e-06 0.453154 286.204 0.0769088 -37.0443 9.22303 30.516 9.80294 -7.51584 57.7 195.894 
155.7 2.15e+06 108454 196227 3325.35 10.6016 5.51533e-06 0.452979 286.48 0.0769215 -37.0241 9.2221 30.4942 9.80134 -7.51392 57.7 196.227 
155.8 2.15e+06 108397 196559 3326.41 10.613 5.5079e-06 0.452804 286.756 0.0769341 -37.0038 9.22117 30.4725 9.79975 -7.512 57.7 196.559 
155.9 2.15e+06 108339 196892 3327.48 10.6245 5.50047e-06 0.452629 287.032 0.0769467 -36.9836 9.22023 30.4509 9.79817 -7.51008 57.7 196.892 
156 2.15e+06 108281 197225 3328.54 10.6361 5.49306e-06 0.452454 287.308 0.0769593 -36.9633 9.2193 30.4293 9.79659 -7.50815 57.7 197.225 
156.1 2.15e+06 108224 197558 3329.6 10.6476 5.48566e-06 0.452279 287.584 0.0769718 -36.9431 9.21837 30.4077 9.79501 -7.50623 57.7 197.558 
156.2 2.15e+06 108166 197891 3330.67 10.6591 5.47828e-06 0.452103 287.86 0.0769842 -36.923 9.21743 30.3862 9.79344 -7.5043 57.7 197.891 
156.3 2.15e+06 108108 198224 3331.73 10.6706 5.47091e-06 0.451928 288.136 0.0769966 -36.9028 9.2165 30.3647 9.79188 -7.50237 57.7 198.224 
156.4 2.15e+06 108050 198557 3332.8 10.6822 5.46355e-06 0.451753 288.412 0.077009 -36.8827 9.21557 30.3433 9.79033 -7.50044 57.7 198.557 
156.5 2.15e+06 107993 198890 3333.87 10.6938 5.4562e-06 0.451577 288.689 0.0770213 -36.8626 9.21463 30.3219 9.78878 -7.49851 57.7 198.89 
156.6 2.15e+06 107935 199224 3334.94 10.7053 5.44886e-06 0.451402 288.965 0.0770336 -36.8426 9.2137 30.3006 9.78723 -7.49658 57.7 199.224 
156.7 2.15e+06 107877 199557 3336.01 10.7169 5.44154e-06 0.451226 289.241 0.0770458 -36.8225 9.21276 30.2793 9.7857 -7.49465 57.7 199.557 
156.8 2.15e+06 107820 199891 3337.08 10.7285 5.43423e-06 0.451051 289.518 0.077058 -36.8025 9.21183 30.2581 9.78417 -7.49271 57.7 199.891 
156.9 2.15e+06 107762 200225 3338.15 10.7401 5.42693e-06 0.450875 289.794 0.0770701 -36.7825 9.21089 30.2368 9.78264 -7.49077 57.7 200.225 
157 2.15e+06 107704 200559 3339.23 10.7518 5.41964e-06 0.4507 290.071 0.0770822 -36.7625 9.20996 30.2157 9.78112 -7.48883 57.7 200.559 
157.1 2.15e+06 107647 200893 3340.3 10.7634 5.41237e-06 0.450524 290.348 0.0770943 -36.7426 9.20902 30.1946 9.77961 -7.48689 57.7 200.893 
157.2 2.15e+06 107589 201227 3341.38 10.775 5.40511e-06 0.450348 290.624 0.0771063 -36.7226 9.20809 30.1735 9.7781 -7.48495 57.7 201.227 
157.3 2.15e+06 107531 201561 3342.46 10.7867 5.39786e-06 0.450173 290.901 0.0771182 -36.7027 9.20715 30.1525 9.7766 -7.48301 57.7 201.561 
157.4 2.15e+06 107473 201895 3343.53 10.7984 5.39062e-06 0.449997 291.178 0.0771302 -36.6829 9.20622 30.1315 9.77511 -7.48106 57.7 201.895 
157.5 2.15e+06 107416 202230 3344.61 10.8101 5.3834e-06 0.449821 291.455 0.077142 -36.663 9.20528 30.1105 9.77362 -7.47911 57.7 202.23 
157.6 2.15e+06 107358 202564 3345.69 10.8218 5.37619e-06 0.449645 291.732 0.0771539 -36.6432 9.20435 30.0896 9.77213 -7.47717 57.7 202.564 
157.7 2.15e+06 107300 202899 3346.78 10.8335 5.36898e-06 0.449469 292.009 0.0771657 -36.6234 9.20341 30.0688 9.77066 -7.47522 57.7 202.899 
157.8 2.15e+06 107243 203234 3347.86 10.8452 5.3618e-06 0.449294 292.286 0.0771774 -36.6036 9.20247 30.048 9.76919 -7.47326 57.7 203.234 
157.9 2.15e+06 107185 203568 3348.94 10.8569 5.35462e-06 0.449118 292.563 0.0771891 -36.5838 9.20154 30.0272 9.76772 -7.47131 57.7 203.568 
158 2.15e+06 107127 203903 3350.03 10.8686 5.34745e-06 0.448942 292.84 0.0772007 -36.5641 9.2006 30.0064 9.76626 -7.46936 57.7 203.903 
158.1 2.15e+06 107070 204238 3351.12 10.8804 5.3403e-06 0.448766 293.117 0.0772124 -36.5444 9.19966 29.9858 9.76481 -7.4674 57.7 204.238 
158.2 2.15e+06 107012 204574 3352.21 10.8922 5.33316e-06 0.44859 293.395 0.0772239 -36.5247 9.19873 29.9651 9.76336 -7.46544 57.7 204.574 
158.3 2.15e+06 106954 204909 3353.29 10.9039 5.32603e-06 0.448413 293.672 0.0772354 -36.505 9.19779 29.9445 9.76192 -7.46348 57.7 204.909 
158.4 2.15e+06 106896 205244 3354.38 10.9157 5.31892e-06 0.448237 293.95 0.0772469 -36.4854 9.19685 29.9239 9.76049 -7.46152 57.7 205.244 
158.5 2.15e+06 106839 205580 3355.48 10.9275 5.31181e-06 0.448061 294.227 0.0772584 -36.4657 9.19592 29.9034 9.75906 -7.45956 57.7 205.58 
158.6 2.15e+06 106781 205915 3356.57 10.9393 5.30472e-06 0.447885 294.505 0.0772697 -36.4461 9.19498 29.8829 9.75763 -7.4576 57.7 205.915 
158.7 2.15e+06 106723 206251 3357.66 10.9512 5.29764e-06 0.447709 294.782 0.0772811 -36.4266 9.19404 29.8625 9.75622 -7.45563 57.7 206.251 
158.8 2.15e+06 106666 206587 3358.76 10.963 5.29057e-06 0.447532 295.06 0.0772924 -36.407 9.1931 29.8421 9.75481 -7.45366 57.7 206.587 
158.9 2.15e+06 106608 206923 3359.85 10.9748 5.28351e-06 0.447356 295.338 0.0773036 -36.3875 9.19217 29.8218 9.7534 -7.45169 57.7 206.923 
159 2.15e+06 106550 207259 3360.95 10.9867 5.27646e-06 0.44718 295.616 0.0773149 -36.368 9.19123 29.8014 9.752 -7.44972 57.7 207.259 
159.1 2.15e+06 106493 207595 3362.05 10.9986 5.26943e-06 0.447003 295.893 0.077326 -36.3485 9.19029 29.7812 9.75061 -7.44775 57.7 207.595 
159.2 2.15e+06 106435 207931 3363.15 11.0105 5.2624e-06 0.446827 296.171 0.0773372 -36.329 9.18935 29.7609 9.74922 -7.44578 57.7 207.931 
159.3 2.15e+06 106377 208268 3364.25 11.0223 5.25539e-06 0.44665 296.449 0.0773482 -36.3096 9.18841 29.7408 9.74784 -7.4438 57.7 208.268 
159.4 2.15e+06 106319 208604 3365.35 11.0343 5.24839e-06 0.446474 296.727 0.0773593 -36.2901 9.18747 29.7206 9.74646 -7.44182 57.7 208.604 
159.5 2.15e+06 106262 208941 3366.46 11.0462 5.2414e-06 0.446297 297.006 0.0773703 -36.2707 9.18653 29.7005 9.74509 -7.43984 57.7 208.941 
159.6 2.15e+06 106204 209277 3367.56 11.0581 5.23443e-06 0.446121 297.284 0.0773812 -36.2514 9.1856 29.6804 9.74373 -7.43786 57.7 209.277 
159.7 2.15e+06 106146 209614 3368.67 11.07 5.22746e-06 0.445944 297.562 0.0773921 -36.232 9.18466 29.6604 9.74237 -7.43588 57.7 209.614 
159.8 2.15e+06 106089 209951 3369.77 11.082 5.22051e-06 0.445767 297.84 0.077403 -36.2127 9.18372 29.6404 9.74101 -7.4339 57.7 209.951 
159.9 2.15e+06 106031 210288 3370.88 11.094 5.21356e-06 0.445591 298.119 0.0774138 -36.1934 9.18278 29.6205 9.73967 -7.43191 57.7 210.288 
160 2.15e+06 105973 210625 3371.99 11.106 5.20663e-06 0.445414 298.397 0.0774246 -36.1741 9.18184 29.6006 9.73833 -7.42993 57.7 210.625 
160.1 2.15e+06 105916 210963 3373.1 11.1179 5.19971e-06 0.445237 298.676 0.0774353 -36.1548 9.1809 29.5807 9.73699 -7.42794 57.7 210.963 
160.2 2.15e+06 105858 211300 3374.21 11.13 5.1928e-06 0.44506 298.954 0.077446 -36.1356 9.17996 29.5609 9.73566 -7.42595 57.7 211.3 
160.3 2.15e+06 105800 211637 3375.33 11.142 5.18591e-06 0.444883 299.233 0.0774567 -36.1164 9.17902 29.5411 9.73434 -7.42396 57.7 211.637 
160.4 2.15e+06 105742 211975 3376.44 11.154 5.17902e-06 0.444706 299.512 0.0774673 -36.0972 9.17808 29.5213 9.73302 -7.42196 57.7 211.975 
160.5 2.15e+06 105685 212313 3377.56 11.166 5.17215e-06 0.444529 299.79 0.0774778 -36.078 9.17714 29.5016 9.73171 -7.41997 57.7 212.313 
160.6 2.15e+06 105627 212650 3378.67 11.1781 5.16528e-06 0.444352 300.069 0.0774883 -36.0588 9.1762 29.482 9.7304 -7.41797 57.7 212.65 
160.7 2.15e+06 105569 212988 3379.79 11.1902 5.15843e-06 0.444175 300.348 0.0774988 -36.0397 9.17526 29.4624 9.7291 -7.41597 57.7 212.988 
160.8 2.15e+06 105512 213326 3380.91 11.2022 5.15159e-06 0.443998 300.627 0.0775092 -36.0206 9.17431 29.4428 9.7278 -7.41397 57.7 213.326 
160.9 2.15e+06 105454 213665 3382.03 11.2143 5.14476e-06 0.443821 300.906 0.0775196 -36.0015 9.17337 29.4232 9.72651 -7.41197 57.7 213.665 
161 2.15e+06 105396 214003 3383.15 11.2264 5.13794e-06 0.443644 301.185 0.07753 -35.9824 9.17243 29.4037 9.72523 -7.40997 57.7 214.003 
161.1 2.15e+06 105339 214341 3384.28 11.2385 5.13113e-06 0.443467 301.464 0.0775403 -35.9634 9.17149 29.3842 9.72395 -7.40796 57.7 214.341 
161.2 2.15e+06 105281 214680 3385.4 11.2507 5.12433e-06 0.443289 301.743 0.0775505 -35.9443 9.17055 29.3648 9.72268 -7.40596 57.7 214.68 
161.3 2.15e+06 105223 215018 3386.52 11.2628 5.11755e-06 0.443112 302.023 0.0775607 -35.9253 9.16961 29.3454 9.72141 -7.40395 57.7 215.018 
161.4 2.15e+06 105165 215357 3387.65 11.275 5.11077e-06 0.442935 302.302 0.0775709 -35.9063 9.16866 29.3261 9.72015 -7.40194 57.7 215.357 
161.5 2.15e+06 105108 215696 3388.78 11.2871 5.10401e-06 0.442757 302.581 0.077581 -35.8874 9.16772 29.3068 9.7189 -7.39993 57.7 215.696 
161.6 2.15e+06 105050 216035 3389.91 11.2993 5.09726e-06 0.44258 302.861 0.0775911 -35.8684 9.16678 29.2875 9.71765 -7.39791 57.7 216.035 
161.7 2.15e+06 104992 216374 3391.04 11.3115 5.09051e-06 0.442402 303.14 0.0776011 -35.8495 9.16584 29.2682 9.7164 -7.3959 57.7 216.374 
161.8 2.15e+06 104935 216713 3392.17 11.3237 5.08378e-06 0.442225 303.42 0.0776111 -35.8306 9.16489 29.249 9.71517 -7.39388 57.7 216.713 
161.9 2.15e+06 104877 217052 3393.3 11.3359 5.07706e-06 0.442047 303.7 0.0776211 -35.8117 9.16395 29.2299 9.71393 -7.39186 57.7 217.052 
162 2.15e+06 104819 217392 3394.43 11.3481 5.07035e-06 0.44187 303.979 0.077631 -35.7929 9.16301 29.2108 9.71271 -7.38984 57.7 217.392 
162.1 2.15e+06 104762 217731 3395.57 11.3604 5.06365e-06 0.441692 304.259 0.0776409 -35.774 9.16206 29.1917 9.71149 -7.38782 57.7 217.731 
162.2 2.15e+06 104704 218071 3396.7 11.3726 5.05697e-06 0.441515 304.539 0.0776507 -35.7552 9.16112 29.1726 9.71027 -7.3858 57.7 218.071 
162.3 2.15e+06 104646 218410 3397.84 11.3849 5.05029e-06 0.441337 304.819 0.0776605 -35.7364 9.16018 29.1536 9.70906 -7.38378 57.7 218.41 
162.4 2.15e+06 104588 218750 3398.98 11.3972 5.04362e-06 0.441159 305.099 0.0776702 -35.7176 9.15923 29.1347 9.70786 -7.38175 57.7 218.75 
162.5 2.15e+06 104531 219090 3400.12 11.4095 5.03697e-06 0.440981 305.379 0.0776799 -35.6989 9.15829 29.1157 9.70666 -7.37972 57.7 219.09 
162.6 2.15e+06 104473 219430 3401.26 11.4218 5.03032e-06 0.440804 305.659 0.0776895 -35.6802 9.15735 29.0968 9.70546 -7.37769 57.7 219.43 
162.7 2.15e+06 104415 219771 3402.4 11.4341 5.02369e-06 0.440626 305.939 0.0776991 -35.6614 9.1564 29.078 9.70428 -7.37566 57.7 219.771 
162.8 2.15e+06 104358 220111 3403.55 11.4464 5.01706e-06 0.440448 306.219 0.0777087 -35.6427 9.15546 29.0591 9.7031 -7.37363 57.7 220.111 
162.9 2.15e+06 104300 220451 3404.69 11.4588 5.01045e-06 0.44027 306.5 0.0777182 -35.6241 9.15451 29.0404 9.70192 -7.37159 57.7 220.451 
163 2.15e+06 104242 220792 3405.84 11.4711 5.00385e-06 0.440092 306.78 0.0777277 -35.6054 9.15357 29.0216 9.70075 -7.36955 57.7 220.792 
163.1 2.15e+06 104185 221132 3406.98 11.4835 4.99725e-06 0.439914 307.061 0.0777371 -35.5868 9.15262 29.0029 9.69958 -7.36752 57.7 221.132 
163.2 2.15e+06 104127 221473 3408.13 11.4959 4.99067e-06 0.439736 307.341 0.0777465 -35.5682 9.15168 28.9842 9.69842 -7.36548 57.7 221.473 
163.3 2.15e+06 104069 221814 3409.28 11.5083 4.9841e-06 0.439558 307.622 0.0777559 -35.5496 9.15073 28.9656 9.69727 -7.36343 57.7 221.814 
163.4 2.15e+06 104011 222155 3410.43 11.5207 4.97754e-06 0.439379 307.902 0.0777652 -35.531 9.14979 28.947 9.69612 -7.36139 57.7 222.155 
163.5 2.15e+06 103954 222496 3411.58 11.5331 4.97099e-06 0.439201 308.183 0.0777745 -35.5125 9.14884 28.9284 9.69498 -7.35934 57.7 222.496 
163.6 2.15e+06 103896 222837 3412.74 11.5455 4.96445e-06 0.439023 308.464 0.0777837 -35.4939 9.1479 28.9099 9.69384 -7.3573 57.7 222.837 
163.7 2.15e+06 103838 223179 3413.89 11.558 4.95792e-06 0.438845 308.745 0.0777929 -35.4754 9.14695 28.8914 9.69271 -7.35525 57.7 223.179 
163.8 2.15e+06 103781 223520 3415.05 11.5704 4.9514e-06 0.438666 309.025 0.077802 -35.4569 9.146 28.873 9.69158 -7.3532 57.7 223.52 
163.9 2.15e+06 103723 223862 3416.21 11.5829 4.94489e-06 0.438488 309.306 0.0778111 -35.4385 9.14506 28.8546 9.69046 -7.35115 57.7 223.862 
164 2.15e+06 103665 224203 3417.36 11.5954 4.93839e-06 0.43831 309.587 0.0778201 -35.42 9.14411 28.8362 9.68935 -7.34909 57.7 224.203 
164.1 2.15e+06 103608 224545 3418.52 11.6079 4.9319e-06 0.438131 309.869 0.0778292 -35.4016 9.14316 28.8179 9.68824 -7.34704 57.7 224.545 
164.2 2.15e+06 103550 224887 3419.68 11.6204 4.92542e-06 0.437953 310.15 0.0778381 -35.3832 9.14222 28.7995 9.68713 -7.34498 57.7 224.887 
164.3 2.15e+06 103492 225229 3420.85 11.6329 4.91896e-06 0.437774 310.431 0.077847 -35.3648 9.14127 28.7813 9.68604 -7.34292 57.7 225.229 
